REGISTRO_ANCINE,CNPJ_EMPRESA,RAZAO_SOCIAL,EMPRESA_ASSOCIADA,CNPJ_EMPRESA_ASSOCIADA
32297,22.445.108/0001-20,APE PRODUÇÕES MUSICAIS LTDA - EPP,"CARAM,BOLZAN E ASCHENBACH PRODUÇÕES ARTÍSTICAS LTDA. - EPP",15.230.815/0001-34
22341,15.777.407/0001-05,A&E OLE AUDIOVISUAL SERVICOS E REPRESENTACOES LTDA.,E! ENTERTAINMENT AUDIOVISUAL SERVIÇOS E REPRESENTAÇÕES LTDA,15.777.467/0001-10
13458,09.255.824/0001-87,MAIS FILMES LTDA,ILEGAL FX POS-PRODUCAO AUDIOVISUAL LTDA,09.222.300/0001-90
21213,07.157.961/0001-53,PUECH PRODUÇÕES LTDA. ME,EMILIA PRODUÇÕES LTDA-ME,09.580.791/0001-40
844,00.605.488/0001-80,VEREDAS COMUNICAÇÃO E ARTE LTDA.,ZABUMBA AUDIOVISUAL E EXPRESSOES CULTURAIS EIRELI,52.097.649/0001-76
4331,07.007.705/0001-80,EMEGE PRODUCOES ARTISTICAS LTDA,CIRCUNSTÂNCIA CINEMATOGRÁFICA E PRODUÇÕES ARTÍSTICAS LTDA.,11.400.274/0001-94
15146,10.510.690/0001-82,PINHEIRO E PAIVA SERVIÇOS DE COMUNICAÇÃO LTDA,P E P SERVIÇOS DE COMUNICAÇÃO EIRELI - EPP,21.810.900/0001-74
1,39.939.269/0001-73,M. ALTBERG CINEMA E VÍDEO LTDA,ASSOCIAÇÃO REVISTA DO CINEMA BRASILEIRO,04.440.028/0001-09
46376,10.141.733/0001-08,POSTO 9 ENTRETENIMENTO LTDA.,POSTO 9 PRODUÇÕES ARTÍSTICAS LTDA.,07.193.110/0001-66
43305,33.643.237/0001-40,5600K PRODUÇÕES LTDA,CENA 1 PRODUÇÕES LTDA,02.899.751/0001-17
26263,19.693.731/0001-98,DANIELA WASSERSTEIN ANGHINAH,DANIELA WASSERSTEIN ANGHINAH,24.889.361/0001-07
4652,05.074.800/0001-70,CHROMA COMUNICAÇÃO LTDA,GUABES PRODUÇÕES EIRELI,00.353.368/0001-33
31741,23.669.825/0001-07,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA,NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA,14.859.056/0001-00
221,03.435.290/0001-94,FILMES MAIS LTDA,VELUDO CREATIVE FILM COMPANY LTDA,09.252.906/0001-78
18,68.153.956/0001-67,INK GERAÇÃO E PRODUÇÃO DE CONTEÚDOS LTDA,VELUDO CREATIVE FILM COMPANY LTDA,09.252.906/0001-78
35491,02.391.395/0001-26,TV SOBRAL LTDA.,VOS EDITORA MUSIC ENTRETENIMENTO E COMUNICAÇÃO LTDA.,39.993.117/0001-59
34755,15.457.951/0001-61,MATHEUS ARAUJO DE SIQUEIRA 36874630873,EOQHA PRODUCOES LTDA,35.020.313/0001-96
14193,00.165.794/0001-43,O2 POS PRODUÇÕES LTDA,O2 FILMES PUBLICITÁRIOS LTDA.,08.746.762/0001-43
7087,02.525.725/0001-29,O2 CINEMA LTDA,O2 FILMES PUBLICITÁRIOS LTDA.,08.746.762/0001-43
22333,15.777.467/0001-10,E! ENTERTAINMENT AUDIOVISUAL SERVIÇOS E REPRESENTAÇÕES LTDA,NBC UNIVERSAL NETWORKS INTERNATIONAL BRASIL LTDA.,45.717.879/0001-25
11792,08.331.280/0001-22,RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.,RAIZ PRODUÇÕES CINEMATOGRÁFICAS LTDA. ME.,44.154.342/0001-31
21258,01.833.085/0001-51,EDITAR SERVIÇOS DE EDIÇÃO DE IMAGENS LTDA - ME,CONFRARIA FILMES LTDA,29.220.825/0001-01
14283,08.215.198/0001-32,SCREEN SP FILME E VÍDEO LTDA ME,SCREEN VIDEO PRODUÇÕES LTDA,57.279.499/0001-35
43157,26.757.325/0001-07,ROOFTOPAUGUSTA PRODUCAO E COMUNICACAO CULTURAL LTDA,S FILMES PRODUÇÃO LTDA,60.901.121/0001-36
6422,53.610.135/0001-35,CINEMA VIDEO SHOW LTDA.,CINE SCALA LTDA,49.250.780/0001-17
28115,10.416.186/0001-18,MARCO & MÁRIO PROMOÇÕES ARTÍSTICAS LTDA.,MARIO PRODUCOES ARTISTICAS EIRELI - ME,20.791.756/0001-03
12061,05.357.127/0001-86,BRAZUCAH PRODUÇÕES CULTURAIS LTDA-ME,ASSOCIAÇAO CULTURAL SIMBORA,07.880.782/0001-40
16747,11.024.778/0001-57,BFX TV COMUNICAÇÃO LTDA,COMUNIX & ETV COMUNICACAO LTDA,14.796.501/0001-30
21228,14.992.072/0001-77,MAPA DA CACHAÇA PRODUÇÕES E SERVIÇOS CULTURAIS LTDA,BELA BADERNA PRODUCOES E SERVICOS CULTURAIS LTDA ­ ME,25.197.801/0001-10
49988,44.084.629/0001-32,CINEMATOGRÁFICA OURO BRANCO LTDA,CINEMATOGRAFICA CINEMA UBA LTDA,35.486.652/0001-62
11943,07.047.266/0001-39,"TOURNAGE PRODUÇÃO, PROPAGANDA E PUBLICIDADE LTDA",BROS FILMES E PROPAGANDA LTDA,16.596.001/0001-80
31220,19.610.290/0001-13,PAULO CESAR BRANT ALVIM 06791558644,PAULO CÉSAR BRANT ALVIM,30.491.987/0001-55
19762,13.480.797/0001-13,ALER PRODUÇÃO ARTISTICA LTD ME,"ALER PRODUCOES CINEMATOGRAFICAS, ARTISTICAS E TEATRAIS LTDA",30.972.419/0001-76
37746,28.120.721/0001-54,CANAL LIKE PROGRAMAÇÃO LTDA,MTTRAILER PRODUÇÕES CINEMATOGRÁFICAS EIRELI ME,30.380.478/0001-55
37001,26.627.435/0001-54,CINEMAS RIBEIRO HENKES BARREIRAS LTDA ME,CINEMAS H RIBEIRO GUANAMBI LTDA,31.728.035/0001-75
39898,30.028.327/0001-32,NASCENTE PRODUÇÕES AUDIOVISUAIS LTDA,CÁ ENTRE NÓS PRODUÇÕES,10.748.799/0001-52
28906,21.487.249/0001-43,BEND'LEVE FILMES LTDA - ME,BRUNO HENRIQUE DA SILVA PRODUÇÕES,09.652.690/0001-38
2250,72.672.017/0001-04,CANNES PRODUÇÕES S/A,CANNES CINEMA S.A,06.943.119/0001-84
48657,41.789.434/0001-08,BLACK DOG ESTUDIOS E PRODUTORA LTDA,BLACK DOG ESTUDIOS EIRELI -ME,24.740.580/0001-11
27002,18.147.334/0001-58,MISTURA LOUCA PRODUÇOES ARTISTICAS LTDA,JFW CUIDADOS ARTÍSTICOS LTDA - EPP,07.252.857/0001-48
6547,31.396.583/0001-45,CANAL E TRANSMISSOES INTERTV LTDA,INTERVISAO EMISSORAS DE RADIO E TELEVISAO LTDA,16.924.581/0001-98
40666,30.882.587/0001-70,MARIA LUZIA BORGES DOS SANTOS 62900277191,SB COMUNICAÇÕES LTDA - ME,18.025.302/0001-80
2606,01.562.356/0001-81,UCI-ORIENT LTDA,EMPRESA CINE TEATRO TAMOIO LTDA,33.924.739/0001-49
3136,03.608.600/0001-25,MSA EMPRESA CINEMATOGRÁFICA LTDA,EMPRESA CINEMATOGRÁFICA ARAUJO LTDA,01.172.224/0001-43
4404,51.460.582/0001-20,EMPRESA CINEMATOGRÁFICA CAMPO GRANDE,EMPRESA CINEMATOGRÁFICA ARAUJO LTDA,01.172.224/0001-43
4262,23.395.635/0001-30,MARKO PUBLICIDADE E PROPAGANDA LTDA,MARKO COMUNICACAO LTDA,23.917.925/0001-05
38163,27.380.966/0001-58,CINE COMERCIAL PASSO FUNDO LTDA,CINEMA VILLAGGIO LTDA,07.938.916/0001-36
3758,06.953.374/0001-08,ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA,CINEMA VILLAGGIO LTDA,07.938.916/0001-36
24619,18.351.980/0001-32,H20 PRODUÇÕES LTDA,H2O DISTRIBUIDORA DE FILMES LTDA,15.372.472/0001-42
24296,17.291.890/0001-30,PLANET CINEMAS CARUARU LTDA,H2O DISTRIBUIDORA DE FILMES LTDA,15.372.472/0001-42
16629,10.464.926/0001-91,PLANET CINEMAS MACAÉ LTDA,H2O DISTRIBUIDORA DE FILMES LTDA,15.372.472/0001-42
5252,05.077.549/0001-06,CINEMATOGRÁFICA GUARAPARI LTDA,VIA SUL CINEMATOGRÁFICA LTDA,08.537.690/0001-24
14328,07.672.046/0001-04,F.T. PRODUÇÕES DE FILMES LTDA - EPP,HOBIE - PRODUCAO TELEVISIVA LTDA - ME,19.521.912/0001-37
3226,05.097.785/0001-86,CASABLANCA EFEITOS CINEMATOGRÁFICOS LTDA,FIJI PRODUÇÕES AUDIOVISUAIS LTDA,05.638.479/0001-00
13424,09.222.300/0001-90,ILEGAL FX POS-PRODUCAO AUDIOVISUAL LTDA,30 PÉS FILMES LTDA.,07.447.850/0001-81
5715,58.064.189/0001-66,MAGIA FILMES PRODUÇÕES LTDA,SWEN PRODUCOES LTDA,09.160.968/0001-50
46323,31.980.454/0001-08,QUEST FILMES LTDA,RED PHOTO IMAGEM BRASIL LTDA-ME,06.970.856/0001-76
42267,32.685.103/0001-29,HALLEY CONTENT PRODUÇÃO CINEMATOGRAFICA LTDA,BIG BANG COMUNICACAO AUDIOVISUAL LTDA,07.496.784/0001-30
47622,40.434.013/0001-93,BEZERRA E HEDLER LTDA,ANIMAL FILMES PRODUÇÕES ENTRETENIMENTOS LTDA ME,24.524.666/0001-07
51018,60.303.377/0001-41,ELIAS MACHADO ANGICO,SET_5 PRODUTORA LTDA.,03.780.121/0001-91
11804,08.184.185/0001-43,NOFOCO FILMES PRODUÇÕES CINEMATOGRAFICAS LTDA,VISÕES PRODUTORA CINEMATOGRÁFICA LTDA,15.865.837/0001-70
1717,02.239.104/0001-89,TECH CABLE DO BRASIL SISTEMAS DE TELECOMUNICACOES LTDA,RCA COMPANY DE TELECOMUNICACOES S/A,03.052.751/0001-40
45886,23.200.362/0001-21,GF ANDRADE ENTRETENIMENTO E COMÉRCIO LTDA,VICTORY EVENTOS & TURISMO LTDA,05.607.525/0001-03
32729,21.471.418/0001-57,HYPER AGENCIA DIGITAL LTDA ME,VDR PRODUCOES DE EVENTOS EIRELI,16.500.335/0001-09
4370,13.476.833/0001-75,TELEVISAO SANTA CRUZ LTDA,TELEVISAO BAHIA S.A.,13.425.269/0001-61
2981,06.335.721/0001-39,TRIBBO POST FINALIZAÇÃO DE FILMES LIMITADA,TRIBBO PRODUÇÕES CINEMATOGRAFICAS LTDA - EPP,23.530.159/0001-13
2606,01.562.356/0001-81,UCI-ORIENT LTDA,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
30702,17.215.474/0001-53,ELÃ PRODUÇÕES EIRELI - ME,DAEMON FILMES LTDA ME,23.154.794/0001-43
45886,23.200.362/0001-21,GF ANDRADE ENTRETENIMENTO E COMÉRCIO LTDA,GEFA COMERCIO E ENTRETENIMENTO LTDA,44.323.768/0001-71
35188,22.828.178/0001-68,LR PRODUÇÕES ARTÍSTICAS LTDA,TAKE4 GESTÃO DE ATIVOS LTDA,28.833.314/0001-94
36485,08.742.775/0001-44,BOLZAN E ASCHENBACH EVENTOS LTDA,APE PRODUÇÕES MUSICAIS LTDA - EPP,22.445.108/0001-20
16970,07.913.383/0001-38,CAMPO DAS VERTENTES REALIZACOES EM ARTE E CULTURA LTDA,PANSPORT CINEMA E ESPORTE LTDA,13.675.070/0001-91
1520,04.510.201/0001-90,ALICE URANO FILMES CONSULTORIA PRODUÇÃO E DISTRIBUIÇÃO LTDA,PANSPORT CINEMA E ESPORTE LTDA,13.675.070/0001-91
11768,08.440.376/0001-29,DELICATESSEN - PRODUÇÃO DE FILMES LTDA.,UTLD PRODUCAO DE FIMES LTDA,40.462.838/0001-11
48333,40.001.435/0001-75,LADYBIRD PRODUCAO DE FILMES LTDA.,UTLD PRODUCAO DE FIMES LTDA,40.462.838/0001-11
30860,14.716.352/0001-52,SERVICOS COMPARTILHADOS DE PRODUCAO DE FILMES LTDA,UTLD PRODUCAO DE FIMES LTDA,40.462.838/0001-11
48462,41.670.839/0001-14,SUSTO PRODUÇÃO DE FILMES LTDA,UTLD PRODUCAO DE FIMES LTDA,40.462.838/0001-11
52249,07.331.431/0001-80,BANANA'S EVENTOS LTDA,LR ENTRETENIMENTO E PRODUÇÕES ARTÍSTICAS LTDA,39.871.560/0001-57
3164,02.427.115/0001-92,AGA - CINEMATOGRÁFICA LTDA,EMPRESA CINEMATOGRÁFICA ESTAÇÃO LTDA,01.272.408/0001-85
21896,65.514.481/0001-07,GHETTO PRODUTORA LTDA,ALEXI PRODUCOES ARTISTICAS LTDA,19.568.825/0001-35
33537,24.166.095/0001-86,GRUPO ASSOCIATIVO PICOLÉ DA MASSA - DA VÁRZEA DAS ARTES,KEILA DOS SANTOS SERRUYA,20.095.488/0001-95
32004,24.019.041/0001-98,MIRALUMO FILMS LTDA,REVOLUTION ENSINO DE ARTES VISUAIS LTDA ­ ME,23.093.660/0001-60
18069,12.396.390/0001-40,MARIA FARINHA FILMES E PRODUÇÕES LTDA.,FLOW FILMES LTDA.,23.558.535/0001-88
37724,28.418.896/0001-42,"IMERSE PLANEJAMENTO, CRIAÇÃO E PRODUÇÃO DE CONTEÚDO LTDA",ALEXANDRE AGUIAR FILHO 08104645609,30.922.489/0001-10
23189,17.079.995/0001-20,ROSA FILMES LTDA - EPP,STORY FILMS PRODUÇÕES LTDA,07.539.334/0001-87
42726,31.607.320/0001-38,FERNANDA MARQUEZI EPAMINONDAS DE ALMEIDA MARKETING DIRETO EIRELI,PINHAL & ALMEIDA FILMES E MARKETING DIRETO LTDA - ME,27.280.835/0001-07
48087,38.316.706/0001-30,MAURENTE LTDA,MIDIA QUATRO COMUNICAÇÃO ÁUDIO VISUAL LTDA ME,09.180.543/0001-02
87,00.020.648/0001-20,PRODIGO FILMS LTDA,INCRÍVEL FILMES PRODUÇÃO DE FILMES LTDA,08.187.584/0001-68
22729,15.774.293/0001-31,REDECINE VALINHOS CINEMATOGRÁFICA LTDA,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA,23.669.825/0001-07
43781,34.408.375/0001-07,REDECINE PINDAMONHANGABA CINEMAS LTDA,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA,23.669.825/0001-07
2376,06.034.577/0001-09,REDECINE TOTAL CINEMATOGRÁFICA LTDA,REDECINE PINDAMONHANGABA CINEMAS LTDA,34.408.375/0001-07
31741,23.669.825/0001-07,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA,REDECINE PINDAMONHANGABA CINEMAS LTDA,34.408.375/0001-07
33595,24.926.003/0001-19,CARABALLO PRODUTORA AUDIOVISUAL,FORGE SERVICOS DE PRODUCAO CINEMATOGRAFICA LTDA - EPP,27.963.986/0001-51
3956,03.092.036/0001-30,PIXTRON COMUNICAÇÃO DIGITAL S/C LTDA,NÉCTAR DIGITAL LTDA. - ME,28.932.172/0001-12
28047,19.409.378/0001-71,EMELI PARTICIPAÇÕES EIRELI,CINE ELI SP CINEMAS LTDA,27.676.231/0001-76
40317,30.096.740/0001-34,CINE ELI BAHIA CINEMAS LTDA,CINE ELI SP CINEMAS LTDA,27.676.231/0001-76
41390,31.728.035/0001-75,CINEMAS H RIBEIRO GUANAMBI LTDA,CINEMAS RIBEIRO HENKES BARREIRAS LTDA ME,26.627.435/0001-54
44,01.253.766/0001-40,NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S/A,PB BRASIL ENTRETENIMENTO S.A,08.844.841/0001-97
28464,21.160.773/0001-05,CINE A MARABA LTDA,CINE A LTDA,10.894.937/0001-01
1903,09.314.824/0001-00,TV PONTA VERDE LTDA,TELEVISAO BORBOREMA S/A,08.843.922/0001-72
12438,30.521.728/0001-20,UNIPRO EDITORA LTDA,RECORD PRODUÇÕES E GRAVAÇÕES LTDA,40.235.822/0001-76
662,62.599.691/0001-49,SERTEL VÍDEO LTDA - ME,VERTICAL VIDEO LTDA - ME,12.676.017/0001-42
51425,31.276.034/0001-37,FLF COMUNICACAO EIRELI,"FACHEL, PIERI COM LTDA",03.728.298/0001-49
46989,38.479.610/0001-92,CINE LASER CACOAL EXIBICOES CINEMATOGRAFICAS LTDA,CINE LASER CINEMAS SUL EIRELI,34.210.030/0001-44
36023,22.043.601/0001-14,UMBU.TV COMUNICACAO E CULTURA EIRELI ME,CAMBUI PRODUÇOES LTDA ME,10.638.697/0001-84
51812,33.112.520/0001-45,ARTE E CRIAÇÃO PRODUTORA AUDIOVISUAL LTDA,ATAMA FILMES PRODUTORA AUDIOVISUAL LTDA ME,12.667.775/0001-02
5,31.437.692/0001-63,ZOHAR CINEMA E COMUNICAÇÃO LTDA,ZOHAR CONTENT PRODUCOES LTDA,24.219.379/0001-93
3200,05.758.725/0001-67,CONSTELAÇÃO FILMES LTDA,INSPIRAÇÃO FILMES EIRELI,34.159.783/0001-72
927,14.173.637/0001-94,ROB FILMES LTDA.,ROB DIGITAL LTDA,02.516.931/0001-72
44207,32.378.170/0001-09,HANMAUM S. PRODUÇÕES DISTRIBUIÇÃO E DISTRIBUIÇÃO LTDA,SCRIPT @ FILMES PRODUCOES ARTISTICAS S/S LTDA - ME,06.113.891/0001-79
50198,43.187.340/0001-86,GARD ENTRETENIMENTO LTDA,U4HERO DESENVOLVIMENTO DE SOFTWARE LTDA,35.032.306/0001-04
19234,13.207.081/0001-47,PLANO B PRODUTORA DE FILMES EIRELI-ME,ONZE CONTEUDO AUDIOVISUAL LTDA EPP,07.249.419/0001-20
31920,22.318.373/0001-48,CAMBARA LTDA,CAMBARÁ ATIVIDADES DE PRODUÇÃO CINEMATOGRÁFICA LTDA ME,33.865.492/0001-37
595,03.457.922/0001-10,ACADEMIA DE CULTURA,INK GERAÇÃO E PRODUÇÃO DE CONTEÚDOS LTDA,68.153.956/0001-67
49394,08.831.057/0001-44,INSTITUTO SOCIAL CULTURAL BRASIL,RIO BONITO PRODUÇÕES LTDA,17.582.548/0001-90
21759,14.432.832/0001-91,JOES GARAGE PRODUCOES LTDA,HYBRID COMUNICACAO DIGITAL LTDA,36.290.885/0001-58
100,02.947.857/0001-49,RADAR CINEMA E TELEVISÃO LTDA,JOÃO DANIEL FILMES LTDA,64.086.648/0001-05
49,72.353.725/0001-74,ART2D2 PRODUÇÕES LTDA,JOÃO DANIEL FILMES LTDA,64.086.648/0001-05
25666,09.450.599/0001-30,LEME FILMES E PRODUÇÕES CINEMATOGRAFICAS LTDA,CIMARRON CINE LTDA,38.201.115/0001-17
37316,13.772.120/0001-59,A FABRIKA CINEMATOGRAFICA LTDA EPP,PUNKTU LTDA,26.849.519/0001-32
45776,37.101.346/0001-96,MESQUITA PRODUÇÕES LTDA,J.C.M. MESQUITA & CIA LTDA,11.181.279/0001-73
4727,27.865.757/0001-02,GLOBO COMUNICACAO E PARTICIPACOES S/A,CANAL BRAZIL S/A,02.608.224/0001-06
5755,04.067.191/0001-60,EDITORA GLOBO S.A.,CANAL BRAZIL S/A,02.608.224/0001-06
38508,23.522.087/0001-62,AGÊNCIA DE IDEIAS PRODUÇÕES CULTURAIS E EDITORIAIS LTDA - ME,AMORA PRODUÇÕES AUDIOVISUAIS LTDA ME,08.811.637/0001-70
6518,07.610.916/0001-02,NOVA CONTINENTAL PRODUÇÕES CINEMATOGRÁFICAS LTDA EPP,ESTÚDIO PIXEL MULTIMIDIA LTDA,28.175.907/0001-00
28341,21.428.764/0001-52,JOSUE´S CINE UNIVERSITÁRIO LTDA - ME,JONASCE LTDA.- ME,00.977.351/0001-57
3293,04.334.366/0001-58,NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.,COMPANHIA RIO BONITO - COMUNICAÇÕES,06.017.510/0001-58
656,60.509.239/0001-13,RADIO E TELEVISAO BANDEIRANTES S.A.,COMPANHIA RIO BONITO - COMUNICAÇÕES,06.017.510/0001-58
15673,07.617.254/0001-00,VITOMAQ PRODUÇÕES ARTISTICAS E CINEMA LTDA - ME,CINELUZ CINEMA LTDA,27.232.323/0001-67
44090,31.625.786/0001-66,LAGON FILMES LTDA,AAI FILMES LTDA,45.646.133/0001-78
15368,09.416.289/0001-07,LATINAMERICA ENTRETENIMENTO INTERNACIONAL LTDA,LATINAMERICA ENTRETENIMENTO LTDA,04.768.987/0001-40
583,47.257.902/0001-71,MAURICIO DE SOUSA PRODUÇÕES S.A,RTS EMPREENDIMENTOS E PARTICIPAÇÕES S/A,56.786.874/0001-70
22922,16.657.276/0001-87,TMC CRIATIVA DE VIDEO E COMUNICAÇÃO LTDA,TERRAMARCEU PRODUÇÃO ELETRÔNICA LTDA,05.203.579/0001-03
510,57.700.650/0001-67,STUDIO ELETRÔNICO ASSESSORIA E PRODUÇÃO DE CINEMA E TELEVISÃO LTDA.,SEQUÊNCIA DOIS PRODUTORA MULTIMÍDIA LTDA.,08.792.431/0001-40
43252,28.362.822/0001-31,FABIO COLANERI DEDDING,COOKIE STUDIO LTDA,35.652.226/0001-51
35257,24.275.382/0001-24,NNOTURNAA FILMES PRODUÇÕES LTDA-ME,CRISTINA FONSECA CINE VIDEO PRODUÇÕES LTDA-ME,03.789.507/0001-64
4727,27.865.757/0001-02,GLOBO COMUNICACAO E PARTICIPACOES S/A,NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S.A.,01.253.766/0001-40
13263,08.844.841/0001-97,PB BRASIL ENTRETENIMENTO S/A,NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S.A.,01.253.766/0001-40
5755,04.067.191/0001-60,EDITORA GLOBO S.A.,NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S/A,01.253.766/0001-40
24440,18.022.611/0001-04,A00 PRODUÇÕES LTDA.,FLAGCX NETWORK PARTICIPAÇÕES LTDA,04.620.120/0001-42
25340,01.333.215/0001-97,AB DA SILVA & CIA LTDA - ME,A B DA SILVA,37.524.516/0001-45
598,35.794.023/0001-08,LUMEN PRODUCOES LTDA,INSPIRAÇÃO PRODUÇÕES CULTURAIS LTDA,45.898.143/0001-09
31661,12.087.211/0001-92,SWINERD ENTRETENIMENTO LTDA,TERRA FIRME ENTRETENIMENTO LTDA,12.195.537/0001-33
42802,04.325.232/0001-70,ASSOCIAÇÃO BRASILEIRA DE TELEVISÃO UNIVERSITÁRIA,BML - BROADCAST MEDIA LAB,29.716.407/0001-00
18143,07.759.470/0001-82,LIVE MARKETING DE DISSEMINAÇÃO LTDA,MGNT COMUNICAÇÃO LTDA,41.507.174/0001-22
37299,07.918.467/0001-64,EDITORA DIGITAL DO BRASIL E ESTUDIO DE ANIMAÇÃO LTDA,DIGITAL DO BRASIL E-COMMERCE LTDA,07.830.105/0001-17
41281,31.535.157/0001-45,DIGITAL DO BRASIL PRODUCAO E EDITORA CINEMATOGRAFICA LTDA,DIGITAL DO BRASIL E-COMMERCE LTDA,07.830.105/0001-17
26665,19.534.934/0001-31,SWEET SUIT FILMES,MC BULLARA FILMES ME,30.571.603/0001-04
42548,32.971.082/0001-08,ESPIRAL LAB COMUNICAÇÃO LTDA,ORION PRODUÇÕES DE FILMES E AUDIO LTDA,07.924.385/0001-22
2612,02.117.937/0001-77,UCI RIBEIRO LTDA,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
40732,30.728.352/0001-29,FOLHA VERDE FILMES LTDA,LUZ & SOMBRA LTDA - ME,25.713.868/0001-60
24949,75.137.414/0001-66,SIGNIS CONSULTORIA E MARKETING EMPRESARIAL LTDA.,SB CONSULTORIA E MARKETING LTDA. ME,18.768.049/0001-54
47328,19.361.857/0001-65,CINESALA EXIBIÇÕES E EVENTOS LTDA,ESPAÇO DE CINEMA JUIZ DE FORA LTDA,02.715.607/0001-83
27912,42.898.015/0001-69,CINEMAS USINA LIBERDADE LTDA,ESPAÇO DE CINEMA JUIZ DE FORA LTDA,02.715.607/0001-83
3758,06.953.374/0001-08,ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA,ESPAÇO DE CINEMA JUIZ DE FORA LTDA,02.715.607/0001-83
12958,08.741.983/0001-29,VEREDA FILMES LTDA,CONSPIRAÇÃO FILMES S/A,02.020.661/0001-04
31971,11.758.978/0001-33,MARLETE CELLA,LIDER - PRODUÇÕES E EVENTOS LTDA,07.331.539/0001-72
12766,66.176.181/0001-10,RINALDI PRODUÇÕES & PUBLICIDADE LTDA - ME,ON AIR LTDA,15.319.137/0001-80
19037,11.853.022/0001-10,XISCOM COMUNICAÇÃO & MARKETING LTDA,CLOSE AUDIOVISUAL LTDA,06.305.943/0001-09
29583,20.290.522/0001-82,RENDERFRAME PRODUÇÕES AUDIOVISUAIS LTDA,44 TOONS - PRODUÇÕES ARTÍSTICAS LTDA,08.517.383/0001-81
34923,26.651.887/0001-71,44 ENTRETENIMENTO INTERATIVO DESENVOLVIMENTO DE SOFTWARE LTDA.,44 TOONS - PRODUÇÕES ARTÍSTICAS LTDA,08.517.383/0001-81
29426,21.288.019/0001-55,TRITÃO PRODUÇÕES EIRELI,HIPERCUBO PRODUCOES DE VIDEOS LTDA,32.325.796/0001-49
16054,07.103.185/0001-09,ASSOCIAÇÃO CULTURAL ARTES FLUMINENSE,GUIMARAES FILMES E PRODUCOES LTDA ME,26.853.999/0001-05
38163,27.380.966/0001-58,CINE COMERCIAL PASSO FUNDO LTDA,CINEMAS USINA LIBERDADE LTDA,42.898.015/0001-69
18055,07.938.916/0001-36,CINEMA VILLAGGIO LTDA,CINEMAS USINA LIBERDADE LTDA,42.898.015/0001-69
18271,08.607.372/0001-92,DANIEL DIAS DESING ME,JONATHAN POST FILMES LTDA,14.173.808/0001-85
13636,08.746.762/0001-43,O2 FILMES PUBLICITÁRIOS LTDA.,O2 FILMES CURTOS LTDA,68.474.774/0001-98
27519,20.462.623/0001-93,SIMONE PINTO BASTOS PRODUÇÕES ME,DEROULL FLORIPA PRODUÇÕES LTDA,36.278.381/0001-12
2923,02.962.893/0001-81,EMPRESA CINEMATOGRÁFICA IPATINGA LTDA,CINEMATOGRÁFICA JARAGUÁ LTDA,04.766.792/0001-60
2914,01.688.909/0001-47,CINEMATOGRÁFICA PASSOS LTDA,CINEMATOGRÁFICA JARAGUÁ LTDA,04.766.792/0001-60
48085,20.919.748/0001-08,WOLF CONNECTION LTDA.,CAIO BUNI GOMES DE SOUZA 33968102878,24.520.778/0001-90
45780,35.652.226/0001-51,COOKIE STUDIO LTDA,UNDERDOGS MARKETING DIGITAL E MIDIAS SOCIAIS LTDA,31.003.412/0001-09
5642,05.762.295/0001-57,EMPRESA CINEMATOGRÁFICA ITAPETININGA LTDA,CINEPLEX CINEMATOGRAFICA LTDA,12.474.469/0001-41
45538,14.332.234/0001-40,AGENCIA WIV LTDA,QUINTAL ESPAÇO DE PRODUCAO LTDA,14.071.819/0001-54
38562,12.667.537/0001-99,MACIAS AUDIOVISUAL LTDA - EPP,IDF BRAZIL AUDIOVISUAL LTDA - EPP,26.296.473/0001-71
51651,46.833.682/0001-14,LEMONADE LAB LTDA,RAPHAEL FERREIRA RODRIGUEZ 33016859866,22.947.409/0001-52
43312,30.732.554/0001-44,JUNGLEBEE PRODUÇÕES AUDIOVISUAIS LTDA.,JUNGLE FILMES LTDA,00.007.751/0001-30
36835,22.225.233/0001-25,MARINGONI FILMES - EIRELI,MERGE PRODUÇÃO E FINALIZAÇÃO DE VÍDEOS LTDA,09.600.927/0001-37
38163,27.380.966/0001-58,CINE COMERCIAL PASSO FUNDO LTDA,CIRCUITO CINEARTE LTDA,01.425.583/0001-65
39154,29.848.725/0001-16,MAR BRASILIS PRODUÇÕES CULTURAIS SUL LTDA,MAR BRASILIS PRODUCOES CULTURAIS LTDA,58.551.193/0001-59
